cust_id,application_date,age,monthly_income,employment_type,residential_status,credit_limit,debt_to_income,bureau_score,inq_6m,delinq_12m,active_trades,default_12m,inq_3m,delinq_6m,residence_tenure,emi_to_income_ratio,new_trades_3m,utilization_ratio,thin_file_flag,ptp_flag_bureau,education_level,gender,marital_status,risk_region_flag,channel_code
CUST002949,2022-01-26,63,9202.0,SALARIED,OWN,30000,0.7,612.0,3,1,8,0,0,0,6,0.16,0,0.2,0,0,BACHELORS,FEMALE,DIVORCED,0,ONLINE
CUST002950,2022-03-07,25,11162.0,SALARIED,RENT,15000,0.13,686.0,4,0,5,1,1,0,3,0.18,0,0.16,0,0,MASTERS,MALE,SINGLE,0,ONLINE
CUST002951,2022-09-05,55,17819.0,SALARIED,OWN,15000,0.46,687.0,1,0,7,0,0,0,14,0.27,0,0.09,0,0,OTHER,FEMALE,SINGLE,0,BRANCH
CUST002952,2022-09-11,33,5454.0,SALARIED,OWN,50000,0.05,730.0,4,0,1,0,0,0,10,0.22,0,0.42,1,0,BACHELORS,MALE,MARRIED,0,DSA
CUST002953,2022-02-13,30,19743.0,SALARIED,RENT,10000,0.35,667.0,2,0,6,0,1,0,3,0.07,1,0.12,0,0,BACHELORS,FEMALE,SINGLE,0,DSA
CUST002954,2022-04-07,31,12543.0,SALARIED,OWN,15000,0.44,658.0,1,1,3,0,0,0,18,0.23,3,0.38,0,0,MASTERS,MALE,DIVORCED,0,BRANCH
CUST002955,2022-02-11,38,11616.0,SALARIED,OTHER,15000,0.48,597.0,2,0,6,1,0,0,15,0.32,1,0.24,0,0,BACHELORS,FEMALE,SINGLE,0,ONLINE
CUST002956,2022-08-15,54,11208.0,SELF-EMPLOYED,RENT,5000,0.23,730.0,1,0,3,0,1,0,9,0.29,2,0.56,0,0,OTHER,FEMALE,MARRIED,0,BRANCH
CUST002957,2022-09-19,59,10255.0,SELF-EMPLOYED,OWN,10000,0.51,720.0,2,0,3,0,0,0,10,0.38,1,0.42,0,0,MASTERS,FEMALE,MARRIED,0,BRANCH
CUST002958,2022-06-16,61,16192.0,SALARIED,OWN,5000,0.27,676.0,2,0,4,0,0,0,16,0.14,0,0.33,0,0,MASTERS,MALE,SINGLE,0,BRANCH
CUST002959,2022-10-06,62,7726.0,SALARIED,OWN,30000,0.33,609.0,2,0,3,1,1,0,10,0.31,1,0.31,0,0,BACHELORS,MALE,SINGLE,0,DSA
CUST002960,2022-03-30,43,13382.0,SALARIED,OWN,20000,0.29,614.0,3,0,3,0,0,0,10,0.24,3,0.13,0,0,MASTERS,MALE,MARRIED,0,BRANCH
CUST002961,2022-06-27,27,10463.0,SALARIED,RENT,30000,0.18,648.0,1,1,3,0,0,1,5,0.23,2,0.29,0,0,BACHELORS,FEMALE,MARRIED,0,DSA
CUST002962,2022-07-16,59,8951.0,SELF-EMPLOYED,RENT,15000,0.59,723.0,1,0,7,0,0,0,15,0.29,1,0.74,0,0,BACHELORS,MALE,SINGLE,0,DSA
CUST002963,2022-11-03,23,22344.0,SALARIED,OWN,15000,0.36,690.0,1,0,2,0,1,0,12,0.2,3,0.33,0,0,MASTERS,FEMALE,MARRIED,1,DSA
CUST002964,2022-09-24,32,13676.0,SALARIED,OWN,20000,0.51,600.0,0,0,5,1,0,0,18,0.19,2,0.13,0,0,BACHELORS,FEMALE,DIVORCED,1,ONLINE
CUST002965,2022-09-25,27,14453.0,SALARIED,OWN,30000,0.51,695.0,0,0,3,0,0,0,0,0.17,1,0.2,0,0,MASTERS,MALE,DIVORCED,0,BRANCH
CUST002966,2022-03-15,46,16551.0,SALARIED,OWN,5000,0.2,633.0,2,0,9,0,0,0,19,0.26,1,0.2,0,0,OTHER,MALE,MARRIED,0,BRANCH
CUST002967,2022-01-08,53,6315.0,SALARIED,RENT,15000,0.53,649.0,2,0,3,0,2,0,13,0.26,2,0.2,0,0,MASTERS,MALE,MARRIED,0,BRANCH
CUST002968,2022-10-24,57,19009.0,SALARIED,RENT,20000,0.43,724.0,0,0,4,0,0,0,10,0.21,1,0.42,0,0,OTHER,FEMALE,MARRIED,0,BRANCH
CUST002969,2022-06-13,35,3000.0,SALARIED,OWN,50000,0.19,713.0,3,0,3,0,3,0,19,0.34,2,0.38,0,0,OTHER,FEMALE,MARRIED,0,DSA
CUST002970,2022-03-26,22,8925.0,SELF-EMPLOYED,OWN,50000,0.42,730.0,1,0,3,0,0,0,7,0.24,3,0.15,0,0,MASTERS,FEMALE,MARRIED,0,BRANCH
CUST002971,2022-03-13,61,10164.0,SELF-EMPLOYED,OTHER,20000,0.2,674.0,0,0,1,0,0,0,5,0.46,1,0.29,1,1,OTHER,MALE,DIVORCED,0,BRANCH
CUST002972,2022-02-24,27,14327.0,SELF-EMPLOYED,OWN,10000,0.59,719.0,1,0,8,0,0,0,18,0.4,0,0.15,0,0,OTHER,MALE,MARRIED,1,ONLINE
CUST002973,2022-02-16,52,12875.0,SELF-EMPLOYED,RENT,10000,0.47,646.0,5,0,1,0,0,0,10,0.05,5,0.15,1,0,MASTERS,FEMALE,MARRIED,0,BRANCH
CUST002974,2022-08-26,24,11333.0,SALARIED,OWN,30000,0.34,662.0,2,0,7,0,2,0,5,0.15,1,0.14,0,0,BACHELORS,FEMALE,MARRIED,0,ONLINE
CUST002975,2022-04-14,40,11952.0,SELF-EMPLOYED,RENT,15000,0.54,659.0,1,0,3,0,1,0,10,0.21,1,0.24,0,0,MASTERS,MALE,MARRIED,0,ONLINE
CUST002976,2022-07-29,56,8088.0,SALARIED,RENT,10000,0.11,676.0,3,0,3,0,3,0,4,0.39,0,0.4,0,0,MASTERS,MALE,SINGLE,0,BRANCH
CUST002977,2022-02-11,52,6011.0,SALARIED,OWN,30000,0.24,611.0,4,0,1,0,1,0,1,0.05,4,0.48,1,0,BACHELORS,MALE,DIVORCED,0,DSA
CUST002978,2022-11-12,48,14906.0,SELF-EMPLOYED,RENT,10000,0.31,664.0,3,0,2,1,1,0,15,0.09,0,0.2,0,0,BACHELORS,FEMALE,MARRIED,1,BRANCH
CUST002979,2022-09-25,33,14775.0,SALARIED,RENT,20000,0.69,748.0,1,0,10,0,1,0,5,0.31,1,0.12,0,0,MASTERS,MALE,MARRIED,1,DSA
CUST002980,2022-09-20,21,18338.0,SELF-EMPLOYED,OWN,20000,0.19,620.0,2,0,3,0,2,0,13,0.36,2,0.44,0,0,MASTERS,MALE,SINGLE,1,DSA
CUST002981,2022-12-02,55,8840.0,SALARIED,OWN,5000,0.09,609.0,2,0,7,0,2,0,13,0.18,2,0.35,0,0,MASTERS,FEMALE,MARRIED,0,BRANCH
CUST002982,2022-12-31,50,14771.0,SELF-EMPLOYED,RENT,15000,0.13,613.0,0,0,6,1,0,0,12,0.24,0,0.17,0,0,BACHELORS,FEMALE,MARRIED,0,ONLINE
CUST002983,2022-09-16,56,10865.0,SALARIED,RENT,10000,0.49,808.0,1,0,4,0,0,0,7,0.21,3,0.25,0,1,OTHER,MALE,MARRIED,0,DSA
CUST002984,2022-10-10,45,16762.0,SALARIED,RENT,20000,0.26,698.0,1,0,3,0,0,0,10,0.41,1,0.28,0,0,OTHER,MALE,MARRIED,1,ONLINE
CUST002985,2022-04-24,36,16088.0,SALARIED,RENT,15000,0.33,661.0,0,1,2,1,0,1,13,0.4,1,0.3,0,0,BACHELORS,FEMALE,DIVORCED,0,BRANCH
CUST002986,2022-12-29,39,12845.0,SELF-EMPLOYED,RENT,5000,0.46,678.0,2,0,5,0,1,0,2,0.09,3,0.61,0,1,OTHER,FEMALE,DIVORCED,0,DSA
CUST002987,2022-02-09,21,10642.0,SALARIED,RENT,50000,0.33,686.0,2,0,4,0,1,0,15,0.2,1,0.24,0,0,BACHELORS,FEMALE,MARRIED,0,ONLINE
CUST002988,2022-08-08,25,15844.0,SALARIED,RENT,15000,0.38,643.0,2,0,6,1,0,0,13,0.21,1,0.16,0,0,BACHELORS,MALE,SINGLE,0,DSA
CUST002989,2022-05-09,42,14588.0,SALARIED,OWN,10000,0.43,649.0,2,0,2,0,0,0,7,0.32,2,0.42,0,0,BACHELORS,FEMALE,SINGLE,1,BRANCH
CUST002990,2022-01-08,44,9262.0,SALARIED,OTHER,10000,0.29,667.0,2,0,7,0,0,0,16,0.45,2,0.25,0,0,BACHELORS,FEMALE,SINGLE,0,BRANCH
CUST002991,2022-04-11,63,6689.0,SALARIED,OWN,10000,0.33,639.0,3,0,4,0,0,0,6,0.22,2,0.41,0,0,OTHER,MALE,SINGLE,0,DSA
CUST002992,2022-06-25,57,10846.0,SALARIED,OWN,50000,0.39,655.0,2,0,5,0,1,0,4,0.33,0,0.09,0,0,MASTERS,MALE,MARRIED,0,ONLINE
CUST002993,2022-04-17,56,18062.0,SELF-EMPLOYED,RENT,10000,0.48,693.0,1,0,2,0,1,0,19,0.14,0,0.3,0,0,BACHELORS,MALE,SINGLE,0,ONLINE
CUST002994,2022-04-11,56,16586.0,SALARIED,OWN,15000,0.23,625.0,1,0,5,0,0,0,4,0.25,4,0.66,0,0,BACHELORS,MALE,SINGLE,0,BRANCH
CUST002995,2022-09-17,24,7551.0,SALARIED,OWN,30000,0.05,805.0,4,0,5,0,2,0,16,0.33,0,0.36,0,0,BACHELORS,FEMALE,SINGLE,0,ONLINE
CUST002996,2022-09-03,56,7329.0,SALARIED,OWN,20000,0.45,713.0,2,1,2,0,2,0,5,0.27,0,0.2,0,0,BACHELORS,MALE,MARRIED,1,BRANCH
CUST002997,2022-10-02,38,17099.0,SALARIED,RENT,15000,0.49,611.0,1,0,6,0,0,0,14,0.3,1,0.69,0,0,MASTERS,FEMALE,MARRIED,1,BRANCH
CUST002998,2022-02-01,36,7457.0,SALARIED,OTHER,30000,0.38,551.0,2,0,6,1,2,0,12,0.41,0,0.27,0,0,BACHELORS,FEMALE,SINGLE,0,ONLINE
CUST002999,2022-05-17,61,14037.0,SELF-EMPLOYED,RENT,20000,0.39,641.0,3,0,3,0,3,0,8,0.5,0,0.3,0,0,MASTERS,FEMALE,SINGLE,1,ONLINE
CUST003000,2022-01-12,38,9536.0,SALARIED,RENT,10000,0.27,709.0,4,0,8,0,0,0,14,0.3,4,0.05,0,0,BACHELORS,FEMALE,MARRIED,0,DSA
CUST003001,2022-10-29,42,18468.0,SALARIED,OWN,20000,0.43,700.0,0,0,3,0,0,0,11,0.39,1,0.25,0,0,BACHELORS,FEMALE,DIVORCED,1,ONLINE
CUST003002,2022-01-16,22,8918.0,SALARIED,OWN,30000,0.48,669.0,1,0,3,1,1,0,8,0.41,3,0.6,0,0,OTHER,FEMALE,SINGLE,0,BRANCH
CUST003003,2022-05-09,41,16573.0,SALARIED,OWN,15000,0.36,645.0,1,1,3,0,0,0,9,0.47,1,0.55,0,0,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST003004,2022-03-04,56,12739.0,SALARIED,OWN,20000,0.72,630.0,1,0,3,1,0,0,15,0.19,2,0.1,0,0,OTHER,FEMALE,SINGLE,1,ONLINE
CUST003005,2022-04-19,64,13009.0,SALARIED,OWN,50000,0.12,655.0,3,0,4,1,2,0,1,0.05,2,0.26,0,0,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST003006,2022-01-21,59,4119.0,SELF-EMPLOYED,OWN,20000,0.37,624.0,0,0,7,0,0,0,1,0.32,2,0.07,0,0,OTHER,MALE,MARRIED,0,BRANCH
CUST003007,2022-06-07,59,3188.0,SALARIED,OWN,10000,0.17,655.0,3,0,4,0,3,0,9,0.38,0,0.15,0,1,MASTERS,FEMALE,SINGLE,1,BRANCH
CUST003008,2022-09-26,49,11118.0,SALARIED,RENT,10000,0.48,742.0,2,0,2,0,2,0,7,0.26,1,0.32,0,0,MASTERS,MALE,SINGLE,0,BRANCH
CUST003009,2022-06-11,46,12988.0,SALARIED,RENT,15000,0.11,636.0,1,0,3,0,1,0,15,0.27,1,0.02,0,0,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST003010,2022-09-17,41,7499.0,SALARIED,OTHER,10000,0.15,706.0,1,0,6,0,1,0,2,0.32,0,0.11,0,0,OTHER,FEMALE,SINGLE,1,DSA
CUST003011,2022-04-12,37,7645.0,SELF-EMPLOYED,RENT,50000,0.26,713.0,2,1,4,0,0,0,16,0.21,3,0.62,0,0,MASTERS,FEMALE,MARRIED,0,ONLINE
CUST003012,2022-08-11,36,14246.0,SALARIED,OWN,15000,0.39,621.0,3,0,4,0,3,0,17,0.12,0,0.32,0,0,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST003013,2022-02-28,51,14251.0,SELF-EMPLOYED,RENT,15000,0.26,633.0,5,0,6,0,4,0,11,0.05,1,0.44,0,1,OTHER,MALE,MARRIED,0,ONLINE
CUST003014,2022-09-04,29,11449.0,SALARIED,OWN,20000,0.26,728.0,3,1,6,0,3,0,9,0.08,1,0.16,0,0,BACHELORS,FEMALE,MARRIED,0,ONLINE
CUST003015,2022-05-08,51,15121.0,SALARIED,RENT,15000,0.32,629.0,3,0,2,0,3,0,11,0.22,1,0.51,0,0,MASTERS,MALE,MARRIED,0,ONLINE
CUST003016,2022-10-10,34,7303.0,SALARIED,RENT,15000,0.31,672.0,3,0,1,0,1,0,5,0.25,2,0.12,1,1,BACHELORS,MALE,MARRIED,0,BRANCH
CUST003017,2022-11-21,57,10576.0,SALARIED,RENT,5000,0.57,777.0,3,0,2,0,1,0,16,0.21,0,0.25,0,0,MASTERS,MALE,MARRIED,0,ONLINE
CUST003018,2022-01-25,22,18592.0,SALARIED,OTHER,15000,0.45,724.0,0,0,4,0,0,0,11,0.11,0,0.07,0,0,OTHER,FEMALE,MARRIED,0,ONLINE
CUST003019,2022-05-11,34,12273.0,SALARIED,RENT,30000,0.3,679.0,3,0,1,0,1,0,13,0.22,0,0.37,1,0,MASTERS,FEMALE,DIVORCED,0,BRANCH
CUST003020,2022-12-19,53,12505.0,SALARIED,RENT,20000,0.66,717.0,3,0,3,0,0,0,0,0.22,2,0.47,0,0,BACHELORS,MALE,MARRIED,0,BRANCH
CUST003021,2022-07-15,55,21224.0,SALARIED,OWN,15000,0.42,672.0,1,0,2,0,1,0,15,0.35,1,0.3,0,1,MASTERS,MALE,SINGLE,0,ONLINE
CUST003022,2022-10-08,59,6403.0,SALARIED,OTHER,10000,0.2,726.0,1,0,2,0,0,0,15,0.28,1,0.59,0,0,BACHELORS,MALE,MARRIED,0,BRANCH
CUST003023,2022-06-03,40,15186.0,SALARIED,OWN,30000,0.39,573.0,3,0,6,1,3,0,5,0.24,1,0.53,0,1,MASTERS,FEMALE,MARRIED,0,ONLINE
CUST003024,2022-05-13,22,18656.0,SELF-EMPLOYED,OTHER,30000,0.43,668.0,4,0,7,0,0,0,15,0.25,1,0.16,0,0,BACHELORS,MALE,MARRIED,0,DSA
CUST003025,2022-08-15,61,10701.0,SALARIED,OWN,15000,0.25,571.0,1,0,4,0,0,0,16,0.13,1,0.18,0,0,MASTERS,FEMALE,MARRIED,0,DSA
CUST003026,2022-07-08,39,15439.0,SELF-EMPLOYED,OWN,20000,0.19,683.0,1,0,4,0,1,0,7,0.28,1,0.46,0,0,BACHELORS,FEMALE,SINGLE,1,DSA
CUST003027,2022-09-22,57,8072.0,SALARIED,RENT,15000,0.36,663.0,1,0,5,1,1,0,4,0.34,3,0.16,0,0,BACHELORS,MALE,SINGLE,0,ONLINE
CUST003028,2022-05-14,38,9253.0,SALARIED,OWN,15000,0.3,743.0,2,0,3,1,1,0,2,0.27,0,0.1,0,0,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST003029,2022-07-30,36,13540.0,SALARIED,RENT,30000,0.57,711.0,1,0,2,0,1,0,5,0.17,3,0.58,0,0,MASTERS,FEMALE,SINGLE,0,DSA
CUST003030,2022-03-01,24,15194.0,SALARIED,OWN,5000,0.46,649.0,1,0,4,0,1,0,16,0.34,0,0.58,0,1,MASTERS,MALE,SINGLE,0,DSA
CUST003031,2022-12-30,32,16484.0,SALARIED,RENT,15000,0.25,655.0,0,0,5,0,0,0,14,0.31,1,0.2,0,1,BACHELORS,FEMALE,MARRIED,1,BRANCH
CUST003032,2022-12-30,49,18279.0,SALARIED,RENT,10000,0.41,694.0,1,0,2,0,0,0,12,0.34,3,0.42,0,0,BACHELORS,FEMALE,MARRIED,0,ONLINE
CUST003033,2022-08-01,27,11730.0,SALARIED,RENT,15000,0.54,646.0,2,0,5,0,0,0,16,0.27,0,0.15,0,0,BACHELORS,FEMALE,DIVORCED,0,BRANCH
CUST003034,2022-08-04,34,16774.0,SALARIED,OWN,20000,0.14,673.0,2,0,6,1,0,0,11,0.31,1,0.52,0,1,BACHELORS,FEMALE,MARRIED,1,ONLINE
CUST003035,2022-08-14,32,10631.0,SELF-EMPLOYED,OWN,5000,0.2,741.0,1,0,1,0,0,0,14,0.25,1,0.18,1,0,MASTERS,MALE,MARRIED,0,BRANCH
CUST003036,2022-05-11,55,15608.0,SALARIED,RENT,15000,0.35,634.0,1,0,3,0,1,0,5,0.29,0,0.17,0,1,BACHELORS,MALE,DIVORCED,0,BRANCH
CUST003037,2022-03-17,25,12830.0,SALARIED,OWN,10000,0.36,653.0,4,1,8,0,3,1,9,0.21,1,0.41,0,0,BACHELORS,MALE,DIVORCED,0,ONLINE
CUST003038,2022-10-13,37,13783.0,SALARIED,OWN,20000,0.34,660.0,1,0,5,0,0,0,7,0.25,1,0.35,0,0,BACHELORS,MALE,SINGLE,0,BRANCH
CUST003039,2022-10-04,62,13694.0,SELF-EMPLOYED,RENT,10000,0.3,833.0,2,0,1,0,0,0,13,0.24,1,0.35,1,0,MASTERS,FEMALE,SINGLE,0,BRANCH
CUST003040,2022-06-05,52,5581.0,SALARIED,OWN,20000,0.3,705.0,0,0,3,0,0,0,6,0.32,0,0.23,0,0,MASTERS,MALE,MARRIED,0,BRANCH
CUST003041,2022-09-05,30,7504.0,SALARIED,OWN,20000,0.41,732.0,4,0,8,0,4,0,14,0.22,3,0.04,0,0,BACHELORS,MALE,SINGLE,0,DSA
CUST003042,2022-08-06,63,12410.0,SELF-EMPLOYED,OWN,50000,0.52,713.0,1,1,3,0,1,1,4,0.35,1,0.56,0,0,MASTERS,MALE,DIVORCED,0,BRANCH
CUST003043,2022-07-09,37,5251.0,SELF-EMPLOYED,OWN,30000,0.28,717.0,0,0,3,0,0,0,8,0.13,3,0.73,0,0,BACHELORS,MALE,MARRIED,0,BRANCH
CUST003044,2022-06-12,25,15325.0,SALARIED,RENT,10000,0.72,699.0,2,0,4,0,0,0,19,0.05,1,0.22,0,0,BACHELORS,FEMALE,SINGLE,1,ONLINE
CUST003045,2022-06-29,62,15486.0,SALARIED,OWN,5000,0.64,693.0,0,0,3,0,0,0,19,0.13,1,0.18,0,0,BACHELORS,FEMALE,SINGLE,0,DSA
CUST003046,2022-02-03,29,13309.0,SELF-EMPLOYED,OTHER,20000,0.55,602.0,0,0,3,0,0,0,9,0.24,0,0.21,0,0,OTHER,MALE,MARRIED,0,ONLINE
CUST003047,2022-02-10,53,7515.0,SELF-EMPLOYED,OWN,20000,0.44,693.0,3,1,6,0,2,1,16,0.34,2,0.31,0,0,BACHELORS,FEMALE,MARRIED,0,DSA
CUST003048,2022-11-03,56,17521.0,SALARIED,OWN,5000,0.65,670.0,3,2,7,0,3,0,18,0.17,1,0.35,0,0,BACHELORS,MALE,MARRIED,0,BRANCH
CUST003049,2022-12-04,56,20149.0,SALARIED,RENT,10000,0.31,702.0,0,0,2,0,0,0,10,0.12,1,0.12,0,0,BACHELORS,FEMALE,MARRIED,0,DSA
CUST003050,2022-11-10,38,12588.0,SALARIED,OWN,15000,0.23,671.0,4,0,3,0,3,0,13,0.17,3,0.11,0,0,MASTERS,FEMALE,SINGLE,1,ONLINE
CUST003051,2022-03-16,29,14042.0,SALARIED,RENT,30000,0.27,713.0,2,0,5,0,2,0,5,0.32,3,0.36,0,1,MASTERS,FEMALE,SINGLE,0,ONLINE
CUST003052,2022-10-06,49,12807.0,SALARIED,RENT,30000,0.2,722.0,1,0,3,0,0,0,15,0.22,0,0.36,0,0,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST003053,2022-06-25,34,14121.0,SALARIED,OWN,10000,0.37,529.0,1,0,5,1,1,0,12,0.23,1,0.19,0,0,BACHELORS,FEMALE,SINGLE,0,BRANCH
CUST003054,2022-05-30,45,11522.0,SELF-EMPLOYED,RENT,15000,0.39,653.0,0,0,1,0,0,0,15,0.35,1,0.27,1,0,BACHELORS,MALE,DIVORCED,0,BRANCH
CUST003055,2022-09-30,35,11862.0,SELF-EMPLOYED,OWN,5000,0.38,582.0,2,0,1,0,2,0,16,0.21,0,0.34,1,0,BACHELORS,FEMALE,SINGLE,1,ONLINE
CUST003056,2022-11-21,26,15623.0,SALARIED,OWN,15000,0.35,687.0,2,1,3,0,1,0,13,0.35,2,0.22,0,0,OTHER,MALE,MARRIED,0,ONLINE
CUST003057,2022-04-18,62,21382.0,SALARIED,OWN,20000,0.37,660.0,2,1,3,1,1,0,14,0.24,2,0.3,0,0,OTHER,MALE,DIVORCED,0,ONLINE
CUST003058,2022-05-19,49,6400.0,SALARIED,OTHER,20000,0.61,743.0,4,0,7,0,4,0,9,0.17,1,0.26,0,0,BACHELORS,FEMALE,SINGLE,1,BRANCH
CUST003059,2022-12-16,35,11585.0,SALARIED,OWN,15000,0.44,685.0,0,0,3,0,0,0,6,0.32,2,0.1,0,0,MASTERS,FEMALE,SINGLE,0,BRANCH
CUST003060,2022-09-28,49,7278.0,SALARIED,RENT,5000,0.49,651.0,3,0,6,0,2,0,9,0.31,0,0.08,0,0,BACHELORS,FEMALE,SINGLE,0,BRANCH
CUST003061,2022-12-13,24,18368.0,SALARIED,RENT,15000,0.38,722.0,1,0,3,0,0,0,5,0.29,1,0.47,0,0,OTHER,FEMALE,MARRIED,0,ONLINE
CUST003062,2022-10-16,38,9649.0,SALARIED,OWN,30000,0.11,659.0,1,0,5,0,0,0,13,0.46,1,0.17,0,1,BACHELORS,MALE,MARRIED,1,ONLINE
CUST003063,2022-07-31,64,6227.0,SALARIED,OWN,10000,0.08,650.0,2,0,7,0,0,0,19,0.33,0,0.44,0,0,OTHER,FEMALE,SINGLE,1,DSA
CUST003064,2022-09-29,59,14553.0,SELF-EMPLOYED,RENT,15000,0.66,695.0,1,1,4,0,0,1,16,0.14,2,0.55,0,0,OTHER,MALE,MARRIED,0,DSA
CUST003065,2022-03-07,36,18977.0,SALARIED,RENT,20000,0.27,756.0,3,0,4,0,2,0,8,0.27,0,0.3,0,0,BACHELORS,MALE,SINGLE,1,ONLINE
CUST003066,2022-09-05,31,14654.0,SALARIED,OWN,20000,0.26,718.0,1,1,2,0,1,0,15,0.32,3,0.31,0,0,OTHER,MALE,SINGLE,0,ONLINE
CUST003067,2022-06-05,34,12819.0,SELF-EMPLOYED,RENT,30000,0.39,703.0,2,0,3,0,0,0,6,0.28,0,0.24,0,0,MASTERS,FEMALE,MARRIED,0,BRANCH
CUST003068,2022-02-16,23,13637.0,SALARIED,OWN,15000,0.43,813.0,0,0,3,0,0,0,3,0.17,0,0.47,0,0,MASTERS,FEMALE,MARRIED,0,DSA
CUST003069,2022-07-20,62,17659.0,SALARIED,OTHER,15000,0.45,638.0,2,0,10,0,0,0,10,0.17,0,0.56,0,0,BACHELORS,MALE,MARRIED,0,BRANCH
CUST003070,2022-05-28,58,8503.0,SALARIED,RENT,15000,0.62,637.0,2,0,2,0,0,0,1,0.13,3,0.15,0,0,OTHER,FEMALE,MARRIED,0,BRANCH
CUST003071,2022-05-04,62,11553.0,SELF-EMPLOYED,RENT,30000,0.58,682.0,2,0,3,0,2,0,7,0.28,4,0.59,0,0,BACHELORS,FEMALE,DIVORCED,1,BRANCH
CUST003072,2022-01-01,38,10189.0,SALARIED,RENT,20000,0.23,751.0,3,0,3,0,1,0,13,0.2,4,0.08,0,0,BACHELORS,FEMALE,DIVORCED,1,BRANCH
CUST003073,2022-09-04,40,7329.0,SALARIED,RENT,30000,0.5,628.0,2,0,8,1,0,0,16,0.17,1,0.53,0,0,OTHER,MALE,SINGLE,0,BRANCH
CUST003074,2022-12-09,45,10686.0,SALARIED,RENT,10000,0.29,763.0,1,0,5,0,1,0,11,0.2,1,0.81,0,0,OTHER,MALE,SINGLE,0,ONLINE
CUST003075,2022-05-08,58,16431.0,SALARIED,RENT,20000,0.33,603.0,2,1,5,0,0,1,19,0.16,1,0.18,0,0,OTHER,MALE,MARRIED,0,ONLINE
CUST003076,2022-07-10,33,14266.0,SALARIED,OWN,15000,0.19,669.0,1,1,4,0,0,0,12,0.28,1,0.11,0,1,OTHER,MALE,MARRIED,0,BRANCH
CUST003077,2022-03-08,24,14577.0,SALARIED,RENT,5000,0.1,684.0,0,0,4,0,0,0,0,0.24,0,0.3,0,0,OTHER,FEMALE,SINGLE,1,DSA
CUST003078,2022-01-04,34,12586.0,SELF-EMPLOYED,OWN,5000,0.35,631.0,1,0,1,0,0,0,1,0.31,0,0.3,1,0,BACHELORS,FEMALE,SINGLE,0,ONLINE
CUST003079,2022-10-30,53,14093.0,SELF-EMPLOYED,OWN,20000,0.21,644.0,3,0,4,0,3,0,9,0.19,2,0.15,0,1,MASTERS,MALE,MARRIED,0,ONLINE
CUST003080,2022-10-21,48,8798.0,SALARIED,OWN,15000,0.49,715.0,2,0,4,1,1,0,5,0.26,3,0.21,0,0,BACHELORS,MALE,SINGLE,0,BRANCH
CUST003081,2022-05-23,57,10762.0,SALARIED,OWN,30000,0.31,747.0,1,1,1,0,1,0,12,0.27,1,0.33,1,0,BACHELORS,FEMALE,SINGLE,1,ONLINE
CUST003082,2022-07-10,28,12768.0,SALARIED,OWN,20000,0.4,569.0,1,0,4,1,0,0,16,0.29,1,0.27,0,0,MASTERS,MALE,MARRIED,0,DSA
CUST003083,2022-01-21,64,13110.0,SELF-EMPLOYED,RENT,5000,0.56,684.0,1,0,5,0,1,0,6,0.26,1,0.26,0,0,MASTERS,MALE,SINGLE,0,ONLINE
CUST003084,2022-08-15,54,13281.0,SALARIED,OWN,20000,0.13,669.0,2,0,4,0,2,0,6,0.14,1,0.44,0,0,MASTERS,MALE,MARRIED,0,ONLINE
CUST003085,2022-11-09,64,11447.0,SALARIED,RENT,10000,0.24,680.0,3,0,4,0,3,0,7,0.3,1,0.26,0,0,BACHELORS,MALE,SINGLE,0,BRANCH
CUST003086,2022-04-27,25,10490.0,SELF-EMPLOYED,OWN,15000,0.38,659.0,2,0,6,0,2,0,13,0.32,2,0.13,0,0,OTHER,FEMALE,SINGLE,0,DSA
CUST003087,2022-10-29,25,24631.0,SELF-EMPLOYED,OWN,20000,0.4,610.0,0,0,4,0,0,0,1,0.26,0,0.27,0,0,BACHELORS,FEMALE,MARRIED,0,DSA
CUST003088,2022-05-22,51,15627.0,SALARIED,OWN,30000,0.52,752.0,1,0,2,0,0,0,6,0.22,0,0.26,0,1,BACHELORS,FEMALE,SINGLE,0,DSA
CUST003089,2022-02-08,29,13653.0,SELF-EMPLOYED,OWN,15000,0.48,733.0,4,2,5,1,2,0,16,0.38,2,0.1,0,0,BACHELORS,FEMALE,SINGLE,0,ONLINE
CUST003090,2022-12-21,62,11067.0,SELF-EMPLOYED,RENT,30000,0.36,670.0,2,1,1,0,2,1,0,0.3,0,0.08,1,0,BACHELORS,FEMALE,SINGLE,0,BRANCH
CUST003091,2022-09-09,52,10195.0,SALARIED,RENT,20000,0.4,651.0,1,0,3,0,1,0,13,0.29,1,0.23,0,0,OTHER,FEMALE,SINGLE,0,BRANCH
CUST003092,2022-11-29,53,11477.0,SALARIED,OWN,15000,0.4,645.0,2,0,2,0,2,0,0,0.27,1,0.25,0,0,BACHELORS,MALE,SINGLE,0,ONLINE
