cust_id,age,gender,marital_status,education_level,employment_type,monthly_income,residence_type,city,state,application_id,application_date,product_type,channel,requested_amount,tenure_months,account_id,account_open_date,current_balance,emi_amount,bureau_score,total_accounts,active_accounts,overdue_accounts,recent_enquiries_6m,broken_ptp_flag,write_off_flag,legal_case_flag,ptp_kept_ratio,default_6m_flag,snapshot_date,credit_card_utilization_pct,past_due_accounts_count,recent_loan_inquiry_flag,repayment_to_due_ratio,early_repayment_flag,salary_credit_3m
CUST006147,37,F,Single,High School,Salaried,32413,Rented,Mullinsmouth,Mississippi,APP006147,2022-05-30,Home Loan,Branch,300000,180,ACC006147,2021-04-25,98633,3409.79,375,2,2,1,2,1,0,0,0.66,0,2022-12-31,40.6,2,0,1.17,0,2
CUST006148,59,M,Married,Post Graduate,Unemployed,28521,Parental,Hughesburgh,Illinois,APP006148,2022-09-13,Home Loan,Branch,300000,180,ACC006148,2022-06-15,124981,3409.79,863,6,2,2,4,0,0,0,0.83,0,2022-12-31,16.52,3,0,0.68,1,0
CUST006149,68,F,Divorced,Graduate,Salaried,10016,Owned,Port Robinside,Pennsylvania,APP006149,2022-11-02,Auto Loan,Branch,96415,48,ACC006149,2022-05-14,47776,2491.9,761,5,3,1,2,0,0,1,0.13,0,2022-12-31,46.24,1,1,1.09,0,3
CUST006150,69,M,Divorced,High School,Unemployed,42511,Owned,New Amy,Florida,APP006150,2022-11-06,Personal Loan,Branch,125185,48,ACC006150,2021-09-14,109265,3235.47,662,8,4,2,0,0,0,0,0.32,0,2022-12-31,47.6,0,0,0.99,0,0
CUST006151,37,M,Divorced,Graduate,Unemployed,15564,Parental,Amandatown,South Carolina,APP006151,2022-11-10,Credit Card,DSA,75470,12,ACC006151,2022-02-18,198980,6670.16,311,9,2,2,1,0,0,0,0.15,1,2022-12-31,66.84,0,0,1.07,0,0
CUST006152,23,M,Divorced,High School,Salaried,42268,Owned,Smithbury,Colorado,APP006152,2022-12-04,Auto Loan,Mobile,11887,60,ACC006152,2022-03-26,138538,258.45,802,3,2,2,0,1,0,0,0.49,0,2022-12-31,36.81,0,0,1.17,0,1
CUST006153,22,M,Married,Post Graduate,Self-employed,24407,Rented,Tiffanyhaven,Alaska,APP006153,2022-07-16,Credit Card,DSA,190682,48,ACC006153,2021-09-16,173865,4928.28,495,9,4,1,2,0,0,0,0.38,0,2022-12-31,68.02,0,0,0.9,1,1
CUST006154,52,M,Single,Graduate,Salaried,47750,Parental,Lindamouth,Ohio,APP006154,2022-07-24,Credit Card,DSA,40123,36,ACC006154,2022-05-16,177179,1313.58,616,3,1,2,2,0,0,0,0.29,0,2022-12-31,84.08,2,0,0.77,0,3
CUST006155,48,F,Married,Post Graduate,Self-employed,19810,Rented,Rossport,Alaska,APP006155,2022-08-27,Credit Card,Branch,52862,12,ACC006155,2022-01-07,199091,4672.03,640,2,2,0,1,0,0,0,0.67,0,2022-12-31,30.19,2,0,1.07,0,2
CUST006156,63,M,Married,High School,Salaried,25370,Rented,Alanport,Idaho,APP006156,2022-10-28,Auto Loan,DSA,150000,12,ACC006156,2021-05-18,142060,13257.25,586,8,1,0,2,0,0,0,0.79,1,2022-12-31,93.21,2,0,1.11,0,3
CUST006157,37,M,Divorced,Post Graduate,Self-employed,47487,Parental,Smithside,California,APP006157,2022-09-24,Credit Card,DSA,223049,36,ACC006157,2021-03-12,152748,7302.34,776,9,2,2,3,1,0,0,0.04,0,2022-12-31,42.84,1,1,1.01,0,2
CUST006158,37,M,Divorced,High School,Salaried,24338,Owned,Becktown,Alaska,APP006158,2022-09-28,Home Loan,DSA,356155,180,ACC006158,2021-11-28,120393,4048.05,623,2,2,2,2,0,0,0,0.28,1,2022-12-31,32.72,1,0,1.11,0,1
CUST006159,51,F,Married,High School,Salaried,5978,Owned,West Catherinemout,Arizona,APP006159,2022-11-10,Credit Card,DSA,366698,48,ACC006159,2022-01-26,153780,9477.5,369,5,4,0,1,0,0,0,1.0,1,2022-12-31,45.83,1,0,1.04,0,2
CUST006160,47,F,Married,High School,Salaried,48936,Rented,Marshallshire,Washington,APP006160,2022-12-14,Personal Loan,Branch,294280,12,ACC006160,2022-07-19,35777,26008.95,487,7,1,0,0,0,0,0,0.33,0,2022-12-31,18.02,1,0,1.17,0,3
CUST006161,39,F,Single,High School,Unemployed,19850,Owned,Collinsmouth,Oregon,APP006161,2022-04-05,Personal Loan,Branch,477205,48,ACC006161,2021-01-07,186297,12333.61,744,9,1,1,0,1,0,0,0.27,0,2022-12-31,20.69,2,0,0.94,0,0
CUST006162,66,M,Married,Graduate,Unemployed,17542,Parental,Bushmouth,Arkansas,APP006162,2022-12-01,Personal Loan,DSA,84637,24,ACC006162,2022-06-30,103275,3944.75,572,2,2,0,4,0,0,0,0.14,0,2022-12-31,45.23,1,0,0.83,0,0
CUST006163,27,M,Single,Post Graduate,Unemployed,6474,Rented,North Bradleystad,Nevada,APP006163,2022-04-25,Auto Loan,DSA,150000,36,ACC006163,2022-04-20,229024,4910.81,390,7,1,0,4,0,0,0,0.88,0,2022-12-31,74.81,0,0,1.01,0,0
CUST006164,25,M,Married,Post Graduate,Self-employed,16093,Rented,Laurenburgh,Wisconsin,APP006164,2022-05-01,Credit Card,Branch,231844,24,ACC006164,2021-04-15,17523,10805.75,642,1,1,0,4,0,0,0,0.76,0,2022-12-31,86.53,0,0,0.64,0,1
CUST006165,39,M,Married,Post Graduate,Salaried,32979,Parental,Kennethfort,Colorado,APP006165,2022-12-05,Auto Loan,DSA,150000,48,ACC006165,2022-02-28,242070,3876.83,744,2,2,2,3,0,0,0,0.94,0,2022-12-31,66.51,0,1,0.9,0,2
CUST006166,30,M,Divorced,High School,Unemployed,23214,Rented,Stewarttown,New Hampshire,APP006166,2022-10-09,Auto Loan,Mobile,150000,24,ACC006166,2022-03-27,118888,6991.18,579,4,3,2,2,0,0,0,0.86,0,2022-12-31,18.94,1,0,1.06,0,0
CUST006167,56,F,Divorced,Graduate,Self-employed,42227,Rented,Catherineville,Arizona,APP006167,2022-12-25,Credit Card,Mobile,135616,48,ACC006167,2020-10-12,209863,3505.07,521,9,3,0,2,0,0,0,0.29,0,2022-12-31,67.12,0,0,0.7,0,1
CUST006168,61,M,Divorced,Graduate,Salaried,48494,Rented,East Jasonland,Texas,APP006168,2022-06-21,Auto Loan,DSA,150000,12,ACC006168,2022-06-16,180832,13257.25,644,2,2,0,3,0,0,0,0.0,0,2022-12-31,64.01,1,0,0.84,0,2
CUST006169,21,F,Married,Post Graduate,Unemployed,27217,Owned,Port Edward,Washington,APP006169,2022-12-21,Personal Loan,Branch,333190,60,ACC006169,2022-02-17,218122,7244.36,353,5,5,0,3,1,0,0,0.39,1,2022-12-31,78.49,0,0,0.81,0,0
CUST006170,24,M,Married,High School,Salaried,4765,Owned,Jeffreyfort,Arizona,APP006170,2022-03-27,Personal Loan,DSA,446847,48,ACC006170,2020-07-07,286613,11548.99,370,6,2,1,3,0,0,0,0.68,1,2022-12-31,80.15,2,0,0.8,0,1
CUST006171,56,F,Single,High School,Unemployed,17636,Parental,Lake Arthur,Montana,APP006171,2022-10-21,Personal Loan,DSA,239158,12,ACC006171,2022-10-16,1093,21137.18,783,6,4,2,3,0,0,0,0.13,0,2022-12-31,83.8,0,0,0.99,0,0
CUST006172,60,M,Married,High School,Unemployed,4261,Owned,Michaelstad,Georgia,APP006172,2022-02-22,Home Loan,Mobile,331941,180,ACC006172,2021-09-21,282275,3772.83,468,4,4,1,2,0,0,0,0.67,0,2022-12-31,45.2,1,0,0.9,0,0
CUST006173,24,M,Divorced,Post Graduate,Self-employed,9522,Rented,Brownmouth,Washington,APP006173,2022-10-14,Auto Loan,DSA,150000,60,ACC006173,2022-07-18,128305,3261.36,391,6,5,2,2,0,0,0,0.51,1,2022-12-31,69.32,4,0,1.08,0,3
CUST006174,32,M,Married,High School,Salaried,21152,Rented,Taylormouth,South Carolina,APP006174,2022-11-20,Personal Loan,Mobile,288193,12,ACC006174,2022-05-19,30257,25470.98,314,5,1,2,1,1,0,0,0.09,0,2022-12-31,32.8,2,0,0.63,0,2
CUST006175,58,M,Single,Graduate,Unemployed,35812,Rented,New Jennifercheste,Tennessee,APP006175,2022-08-31,Auto Loan,DSA,150000,12,ACC006175,2020-07-23,86732,13257.25,515,7,4,1,1,0,0,0,0.49,0,2022-12-31,94.94,0,0,0.87,0,0
CUST006176,53,F,Divorced,High School,Unemployed,34432,Owned,New Katherineside,California,APP006176,2022-11-28,Personal Loan,Online,271444,12,ACC006176,2022-05-12,297534,23990.67,614,1,1,1,1,0,0,0,0.16,0,2022-12-31,24.9,1,0,0.61,0,0
CUST006177,32,F,Married,Graduate,Unemployed,17020,Rented,New Brandon,Utah,APP006177,2022-12-23,Home Loan,Branch,365279,180,ACC006177,2022-12-18,39608,4151.75,630,3,2,2,1,0,1,0,0.45,1,2022-12-31,10.86,3,0,0.73,0,0
CUST006178,65,F,Single,Graduate,Self-employed,15184,Parental,Tuckerbury,Florida,APP006178,2022-10-16,Auto Loan,DSA,10013,24,ACC006178,2022-06-24,167842,466.68,399,5,4,1,1,1,0,0,0.9,1,2022-12-31,22.65,1,0,1.07,0,2
CUST006179,34,M,Single,High School,Self-employed,20043,Parental,Burnetthaven,Pennsylvania,APP006179,2022-07-23,Credit Card,Online,186330,60,ACC006179,2020-08-21,80609,4051.27,447,8,5,1,1,0,0,0,0.04,1,2022-12-31,75.95,0,0,0.66,0,1
CUST006180,49,M,Divorced,Post Graduate,Self-employed,41594,Parental,Townsendhaven,Florida,APP006180,2022-09-26,Credit Card,Online,368660,48,ACC006180,2021-12-01,41740,9528.21,336,5,2,2,1,0,0,0,0.56,0,2022-12-31,47.98,3,1,0.66,0,1
CUST006181,58,F,Single,Post Graduate,Unemployed,20997,Owned,Klineview,Iowa,APP006181,2022-11-04,Home Loan,DSA,300000,180,ACC006181,2022-04-27,3196,3409.79,517,1,1,0,3,0,1,0,0.42,1,2022-12-31,48.04,2,1,0.84,0,0
CUST006182,35,M,Divorced,High School,Self-employed,42326,Rented,Laurenmouth,Florida,APP006182,2022-07-30,Personal Loan,Branch,294017,36,ACC006182,2021-10-26,273709,9625.74,410,9,3,1,0,0,0,0,0.34,0,2022-12-31,91.18,1,1,1.07,0,2
CUST006183,60,M,Married,Graduate,Unemployed,14677,Parental,South Ashley,Alaska,APP006183,2022-05-15,Personal Loan,Mobile,295832,60,ACC006183,2020-10-01,9704,6432.1,493,7,2,1,2,0,0,0,0.08,1,2022-12-31,88.17,0,0,0.98,0,0
CUST006184,21,F,Married,Graduate,Salaried,40315,Parental,Castillomouth,Hawaii,APP006184,2022-11-13,Auto Loan,DSA,150000,36,ACC006184,2021-11-25,153128,4910.81,354,6,5,2,4,0,0,0,0.81,0,2022-12-31,36.45,1,0,1.07,0,1
CUST006185,40,F,Married,Graduate,Self-employed,47677,Parental,Scottshire,Connecticut,APP006185,2022-10-10,Personal Loan,Mobile,376482,60,ACC006185,2022-05-27,258650,8185.63,463,9,5,1,3,0,0,0,0.51,0,2022-12-31,27.77,0,0,0.63,0,2
CUST006186,34,F,Married,Graduate,Salaried,25607,Owned,East Jamieburgh,Kansas,APP006186,2022-02-13,Auto Loan,DSA,150000,60,ACC006186,2021-02-05,91175,3261.36,404,1,1,1,0,0,0,0,0.72,0,2022-12-31,82.12,2,0,0.94,0,3
CUST006187,30,F,Single,Post Graduate,Unemployed,45002,Rented,Lake Ryanbury,Rhode Island,APP006187,2022-12-02,Personal Loan,Online,282440,12,ACC006187,2022-08-02,286126,24962.52,735,6,3,0,1,0,0,0,0.47,0,2022-12-31,87.01,1,0,0.87,0,0
CUST006188,47,M,Divorced,High School,Unemployed,34015,Owned,East Kelly,New Jersey,APP006188,2022-09-28,Auto Loan,DSA,6111,36,ACC006188,2022-09-23,184698,200.07,771,5,4,1,1,0,0,0,0.81,0,2022-12-31,56.04,2,0,1.14,0,0
CUST006189,44,F,Single,Graduate,Unemployed,5777,Parental,North Gary,South Dakota,APP006189,2022-10-24,Auto Loan,Online,150000,36,ACC006189,2022-04-04,59127,4910.81,762,4,4,0,4,1,0,0,0.13,0,2022-12-31,63.5,0,0,1.04,0,0
CUST006190,62,M,Single,Post Graduate,Salaried,14796,Rented,South Victoriashir,New Mexico,APP006190,2022-07-29,Home Loan,Online,305514,180,ACC006190,2021-10-11,259389,3472.46,374,4,3,2,1,0,0,0,0.23,0,2022-12-31,31.84,0,0,0.85,0,3
CUST006191,53,M,Single,Post Graduate,Unemployed,15536,Parental,New Karenfort,Nebraska,APP006191,2022-05-07,Credit Card,Online,469872,48,ACC006191,2021-04-05,242297,12144.09,635,9,4,2,4,0,0,0,0.21,0,2022-12-31,78.07,0,0,0.93,0,0
CUST006192,30,F,Married,Post Graduate,Unemployed,22327,Parental,East Timothyfurt,Virginia,APP006192,2022-07-29,Home Loan,Branch,300000,180,ACC006192,2022-04-13,29966,3409.79,325,3,3,0,2,0,0,0,0.19,0,2022-12-31,63.73,1,0,0.85,1,0
CUST006193,24,M,Single,Post Graduate,Self-employed,33345,Owned,West Taylorside,New York,APP006193,2022-08-13,Auto Loan,Branch,150000,48,ACC006193,2021-09-27,11426,3876.83,509,2,2,1,1,0,0,0,0.22,1,2022-12-31,52.8,0,0,0.86,0,1
CUST006194,62,M,Divorced,Graduate,Salaried,40632,Parental,Benjaminmouth,Maine,APP006194,2022-10-31,Home Loan,Branch,300000,180,ACC006194,2022-07-05,3500,3409.79,710,4,4,2,1,0,0,0,0.63,0,2022-12-31,15.11,1,0,0.98,0,2
CUST006195,64,M,Single,Graduate,Salaried,43266,Owned,Port Robin,Nebraska,APP006195,2022-09-08,Credit Card,Mobile,262461,12,ACC006195,2022-01-07,34648,23196.74,499,8,3,1,3,0,0,0,0.83,0,2022-12-31,87.85,1,0,0.73,0,1
CUST006196,35,F,Single,Graduate,Unemployed,32986,Rented,Mackfort,Montana,APP006196,2022-06-08,Home Loan,Branch,491170,180,ACC006196,2022-06-03,2322,5582.62,586,1,1,0,0,0,0,0,0.44,0,2022-12-31,62.31,2,0,0.8,0,0
CUST006197,44,F,Married,High School,Salaried,15955,Rented,Kennethland,Louisiana,APP006197,2022-09-27,Auto Loan,DSA,150000,24,ACC006197,2021-01-13,146941,6991.18,756,3,3,0,3,0,0,0,0.6,0,2022-12-31,26.38,0,0,0.77,0,2
CUST006198,53,M,Married,High School,Salaried,27011,Owned,Jonesstad,New York,APP006198,2022-10-23,Personal Loan,Branch,107762,24,ACC006198,2021-12-11,35849,5022.55,302,8,1,2,2,0,0,0,0.59,0,2022-12-31,61.54,0,1,1.08,0,1
CUST006199,21,F,Divorced,High School,Unemployed,23802,Parental,Justinview,Washington,APP006199,2022-01-15,Credit Card,Branch,335881,12,ACC006199,2020-10-22,58622,29685.72,713,5,2,0,3,0,0,0,0.75,0,2022-12-31,67.58,0,0,1.17,0,0
CUST006200,36,M,Single,Post Graduate,Self-employed,48282,Owned,Brianside,Nebraska,APP006200,2022-12-19,Auto Loan,Branch,89589,12,ACC006200,2022-02-02,31388,7918.02,631,1,1,0,4,0,0,0,1.0,0,2022-12-31,54.69,0,0,0.85,0,2
CUST006201,39,F,Divorced,Post Graduate,Self-employed,27800,Parental,East Brent,Indiana,APP006201,2022-10-15,Auto Loan,Mobile,150000,36,ACC006201,2022-08-17,117930,4910.81,481,5,3,1,2,1,0,0,0.99,0,2022-12-31,71.04,0,0,0.65,0,2
CUST006202,31,M,Divorced,Post Graduate,Unemployed,39981,Owned,West Amandashire,New Jersey,APP006202,2022-11-06,Home Loan,Branch,300000,180,ACC006202,2022-01-10,204196,3409.79,492,2,2,2,2,0,0,0,0.11,0,2022-12-31,59.42,1,0,0.66,0,0
CUST006203,59,M,Married,Post Graduate,Self-employed,49071,Rented,Newtonburgh,Virginia,APP006203,2022-06-16,Home Loan,Branch,300000,180,ACC006203,2022-05-25,75781,3409.79,321,4,1,2,4,0,0,0,0.81,1,2022-12-31,90.56,1,0,0.84,1,1
CUST006204,55,F,Married,Graduate,Salaried,41112,Parental,North Franciscovie,Kentucky,APP006204,2022-12-17,Credit Card,Online,127554,36,ACC006204,2022-02-02,145303,4175.95,892,9,4,2,2,0,0,0,0.74,0,2022-12-31,14.56,2,0,0.84,0,3
CUST006205,38,M,Single,Graduate,Salaried,26554,Owned,Cartertown,Arizona,APP006205,2022-08-28,Credit Card,Branch,41110,36,ACC006205,2021-06-08,12205,1345.89,626,1,1,0,1,0,0,0,0.16,0,2022-12-31,19.03,3,1,0.69,1,3
CUST006206,43,F,Single,High School,Self-employed,46897,Parental,New Tara,Tennessee,APP006206,2022-07-21,Auto Loan,Mobile,97192,60,ACC006206,2022-01-08,1748,2113.19,671,2,1,1,0,0,0,0,0.53,1,2022-12-31,24.76,1,1,1.08,0,3
CUST006207,35,F,Divorced,Post Graduate,Unemployed,46356,Parental,Audreyborough,Wyoming,APP006207,2022-06-13,Credit Card,DSA,211710,36,ACC006207,2022-06-08,99757,6931.11,549,6,5,1,2,0,0,0,0.28,0,2022-12-31,68.66,2,0,0.9,0,0
CUST006208,38,F,Married,Post Graduate,Salaried,10049,Owned,Lake Patrick,Minnesota,APP006208,2022-10-24,Auto Loan,Mobile,150000,60,ACC006208,2022-01-26,33190,3261.36,807,9,3,2,3,0,0,0,0.0,0,2022-12-31,64.88,2,0,0.67,0,1
CUST006209,23,F,Divorced,High School,Salaried,5907,Parental,Johnsonbury,Kansas,APP006209,2022-08-16,Credit Card,Branch,234083,48,ACC006209,2021-08-11,132380,6050.0,536,7,2,0,0,0,0,0,0.55,0,2022-12-31,85.83,1,0,0.66,0,1
CUST006210,52,M,Single,Graduate,Salaried,8445,Parental,West Joseph,Wisconsin,APP006210,2022-07-31,Auto Loan,Online,140453,48,ACC006210,2022-07-26,286070,3630.08,305,9,3,1,0,0,0,0,0.49,0,2022-12-31,72.29,0,0,0.87,0,2
CUST006211,49,F,Married,Graduate,Unemployed,8309,Rented,New Annside,Colorado,APP006211,2022-12-24,Home Loan,DSA,300000,180,ACC006211,2021-02-23,110154,3409.79,463,8,1,1,0,0,0,0,0.07,0,2022-12-31,53.21,2,0,0.67,0,0
CUST006212,58,F,Single,High School,Unemployed,25334,Owned,Hugheshaven,Nevada,APP006212,2022-08-24,Credit Card,Mobile,176602,60,ACC006212,2022-02-11,92489,3839.76,332,3,3,0,1,0,0,0,0.7,0,2022-12-31,94.31,3,0,0.94,0,0
CUST006213,56,M,Married,High School,Self-employed,17197,Parental,Port Logan,Montana,APP006213,2022-12-21,Personal Loan,Branch,338697,48,ACC006213,2022-12-16,136017,8753.8,739,1,1,1,0,0,0,0,0.58,0,2022-12-31,32.62,1,0,0.83,1,3
CUST006214,44,M,Single,Graduate,Self-employed,16097,Rented,Annaview,Iowa,APP006214,2022-08-16,Credit Card,Mobile,197523,24,ACC006214,2021-10-31,290858,9206.12,361,5,4,0,3,0,0,0,0.3,0,2022-12-31,80.82,2,0,1.15,0,1
CUST006215,25,F,Married,High School,Self-employed,39514,Rented,Mayport,Wisconsin,APP006215,2022-11-19,Home Loan,Mobile,300000,180,ACC006215,2022-11-14,156374,3409.79,521,7,3,1,1,0,0,0,0.57,0,2022-12-31,46.28,0,1,0.85,0,2
CUST006216,48,F,Single,Graduate,Self-employed,3020,Rented,Lopezfurt,Virginia,APP006216,2022-08-22,Credit Card,DSA,254734,60,ACC006216,2020-07-03,35300,5538.53,311,9,2,0,2,0,0,0,0.56,0,2022-12-31,65.14,0,0,0.97,1,1
CUST006217,55,M,Married,Graduate,Salaried,24373,Parental,Taylorfurt,Virginia,APP006217,2022-11-20,Personal Loan,DSA,452836,60,ACC006217,2020-10-13,10785,9845.75,342,1,1,2,3,0,0,0,0.08,0,2022-12-31,71.82,3,0,1.09,0,2
CUST006218,52,F,Married,Graduate,Self-employed,29767,Parental,East Jessicamouth,Georgia,APP006218,2022-11-22,Home Loan,Mobile,446894,180,ACC006218,2022-07-20,2802,5079.38,663,5,2,2,1,0,0,0,0.73,0,2022-12-31,63.87,0,1,0.78,0,2
CUST006219,45,M,Single,Graduate,Salaried,46388,Parental,West Darryl,Arkansas,APP006219,2022-10-16,Auto Loan,DSA,150000,60,ACC006219,2022-02-19,101971,3261.36,711,9,4,0,3,0,0,0,0.7,0,2022-12-31,21.94,2,0,0.91,0,3
CUST006220,46,M,Divorced,Graduate,Salaried,31403,Owned,Greggshire,Mississippi,APP006220,2022-12-29,Credit Card,DSA,481362,36,ACC006220,2022-12-24,19337,15759.17,555,6,5,1,1,0,0,0,0.21,0,2022-12-31,47.65,1,0,0.67,0,1
CUST006221,48,F,Single,Post Graduate,Salaried,47579,Owned,Lake Morganport,Colorado,APP006221,2022-09-26,Credit Card,DSA,349319,48,ACC006221,2022-04-15,70069,9028.33,624,5,1,0,0,0,0,0,0.17,0,2022-12-31,57.72,0,0,0.86,0,2
CUST006222,30,F,Divorced,High School,Unemployed,49210,Owned,New Danielchester,Wisconsin,APP006222,2022-11-24,Home Loan,Branch,426070,180,ACC006222,2020-07-18,218820,4842.7,348,4,4,1,1,0,0,0,0.38,0,2022-12-31,82.17,5,1,0.83,0,0
CUST006223,48,M,Single,High School,Self-employed,5716,Parental,East Taylorberg,Arizona,APP006223,2022-11-24,Auto Loan,Mobile,150000,24,ACC006223,2021-11-08,263909,6991.18,704,3,3,2,4,1,0,0,0.22,0,2022-12-31,47.71,1,0,0.86,0,3
CUST006224,51,M,Single,Graduate,Salaried,15691,Parental,Boydview,Wisconsin,APP006224,2022-10-01,Personal Loan,Mobile,140768,12,ACC006224,2022-01-16,262430,12441.31,485,1,1,2,2,1,0,0,0.74,0,2022-12-31,88.09,1,0,0.66,0,1
CUST006225,68,F,Married,Graduate,Self-employed,12144,Rented,Lake Jeremyton,Wisconsin,APP006225,2022-06-08,Auto Loan,Mobile,74829,48,ACC006225,2021-11-10,161749,1933.99,335,5,2,2,3,0,0,0,0.04,0,2022-12-31,47.43,1,1,0.84,0,2
CUST006226,38,F,Divorced,Post Graduate,Salaried,21530,Owned,North Anthony,West Virginia,APP006226,2022-12-11,Credit Card,DSA,478729,36,ACC006226,2022-02-24,145308,15672.97,770,6,3,1,0,0,0,0,0.39,0,2022-12-31,56.65,0,0,1.12,1,3
CUST006227,61,M,Divorced,High School,Unemployed,44359,Rented,Knightbury,Maryland,APP006227,2022-09-23,Auto Loan,Branch,150000,24,ACC006227,2021-11-02,286719,6991.18,470,8,4,1,2,0,0,0,0.47,1,2022-12-31,77.68,0,0,1.16,0,0
CUST006228,44,F,Single,High School,Salaried,28099,Parental,Jasonland,New Mexico,APP006228,2022-08-19,Personal Loan,Online,101327,36,ACC006228,2022-03-25,267468,3317.32,662,6,2,2,0,0,0,0,0.4,1,2022-12-31,59.56,2,0,0.75,0,2
CUST006229,32,F,Single,Graduate,Self-employed,33015,Owned,Joshuashire,Alabama,APP006229,2022-09-08,Auto Loan,DSA,14572,36,ACC006229,2022-02-10,109587,477.07,729,6,1,0,2,0,0,0,0.04,0,2022-12-31,91.62,0,0,0.78,0,1
CUST006230,50,M,Married,Post Graduate,Salaried,19440,Parental,West Jonathan,Iowa,APP006230,2022-08-13,Home Loan,Branch,337931,180,ACC006230,2022-06-01,299914,3840.91,331,4,1,1,1,1,0,0,0.36,0,2022-12-31,66.13,1,0,0.61,0,3
CUST006231,67,F,Married,High School,Self-employed,44454,Rented,Archerton,Arkansas,APP006231,2022-08-15,Personal Loan,DSA,15043,12,ACC006231,2021-10-15,169354,1329.53,368,5,4,2,2,0,0,0,0.19,0,2022-12-31,54.43,1,0,0.67,0,1
CUST006232,50,M,Divorced,High School,Salaried,43297,Parental,Jonathanfort,Tennessee,APP006232,2022-06-07,Home Loan,Online,300000,180,ACC006232,2021-07-07,108841,3409.79,314,3,2,1,2,0,0,0,0.97,0,2022-12-31,12.01,1,0,0.81,0,3
CUST006233,40,M,Divorced,Graduate,Self-employed,43600,Rented,Stephenfort,Georgia,APP006233,2022-07-07,Personal Loan,DSA,477428,48,ACC006233,2020-10-25,295463,12339.38,600,5,4,2,4,0,0,0,0.13,0,2022-12-31,45.17,0,0,1.01,0,3
CUST006234,37,F,Married,Graduate,Self-employed,6835,Parental,Port Christophermo,New Hampshire,APP006234,2022-09-19,Credit Card,Online,433640,12,ACC006234,2021-09-23,239005,38325.82,323,9,5,1,1,0,0,0,0.11,0,2022-12-31,35.44,1,0,0.78,0,2
CUST006235,41,M,Married,Graduate,Self-employed,17502,Owned,East Belindaland,Kentucky,APP006235,2022-05-14,Credit Card,Branch,206642,60,ACC006235,2021-07-25,47322,4492.9,745,3,3,2,3,0,0,0,0.62,0,2022-12-31,73.59,1,0,0.65,0,2
CUST006236,68,M,Married,Graduate,Self-employed,14271,Owned,Richardsonburgh,Nebraska,APP006236,2022-03-21,Credit Card,Online,210588,12,ACC006236,2021-10-26,298225,18612.12,301,6,2,0,0,0,1,0,0.4,0,2022-12-31,27.7,0,1,1.04,0,2
CUST006237,35,F,Married,Post Graduate,Salaried,13459,Owned,Port Heatherland,Colorado,APP006237,2022-06-05,Credit Card,Mobile,159843,36,ACC006237,2021-02-16,254220,5233.05,317,9,5,0,3,0,0,0,0.89,0,2022-12-31,27.44,1,0,0.88,0,3
CUST006238,30,F,Divorced,High School,Self-employed,40165,Rented,East Tammyton,Louisiana,APP006238,2022-11-04,Personal Loan,Online,193370,12,ACC006238,2022-06-20,6619,17090.36,307,5,5,2,4,0,0,0,0.29,0,2022-12-31,26.11,0,0,0.91,1,3
CUST006239,55,F,Married,High School,Salaried,49153,Owned,Gregoryland,Montana,APP006239,2022-01-01,Personal Loan,Online,376140,12,ACC006239,2021-12-12,59710,33243.88,648,2,1,1,1,0,0,0,0.1,0,2022-12-31,20.68,0,1,0.8,0,3
CUST006240,44,F,Single,High School,Salaried,13919,Parental,Angelaview,Texas,APP006240,2022-09-25,Credit Card,Mobile,473391,48,ACC006240,2021-12-28,181833,12235.04,539,1,1,1,1,0,0,0,0.12,0,2022-12-31,36.44,0,1,0.97,0,3
CUST006241,27,F,Married,Post Graduate,Unemployed,21460,Rented,New Matthew,Kentucky,APP006241,2022-03-11,Home Loan,Mobile,300000,180,ACC006241,2020-09-28,25506,3409.79,764,3,3,0,3,0,0,0,0.17,0,2022-12-31,85.3,2,0,1.13,0,0
CUST006242,21,M,Married,High School,Unemployed,18675,Rented,West Brandontown,Pennsylvania,APP006242,2022-10-25,Personal Loan,Branch,140771,48,ACC006242,2022-01-02,19930,3638.3,408,4,4,0,3,0,0,0,0.75,0,2022-12-31,75.87,1,0,0.93,0,0
CUST006243,29,M,Single,Post Graduate,Unemployed,45577,Rented,New Justinland,Nebraska,APP006243,2022-05-27,Personal Loan,Mobile,172270,36,ACC006243,2021-09-25,50909,5639.9,562,9,1,1,4,0,0,0,0.37,0,2022-12-31,72.5,2,0,0.95,0,0
CUST006244,45,F,Divorced,Post Graduate,Unemployed,43944,Parental,Lake Danport,Texas,APP006244,2022-08-29,Auto Loan,DSA,150000,48,ACC006244,2020-08-23,211746,3876.83,848,5,5,1,3,0,0,0,0.81,0,2022-12-31,77.77,2,0,0.82,0,0
CUST006245,33,F,Divorced,Post Graduate,Salaried,40260,Owned,West Charlesmouth,Oklahoma,APP006245,2022-11-12,Personal Loan,Branch,221429,12,ACC006245,2022-11-07,23650,19570.26,469,1,1,2,2,0,0,0,0.78,0,2022-12-31,32.9,0,1,0.65,0,3
CUST006246,27,M,Divorced,High School,Self-employed,43606,Rented,New Margaretburgh,Kansas,APP006246,2022-03-15,Home Loan,DSA,400168,180,ACC006246,2022-03-10,274341,4548.3,763,2,2,2,1,0,0,0,0.03,0,2022-12-31,85.43,0,0,0.86,0,1
